y,prob
0,0.458520675
0,0.50503693
0,0.418651735
0,0.412057026
0,0.375578997
0,0.595386768
0,0.37028771
0,0.299272798
0,0.296999841
0,0.266478624
0,0.43348444
0,0.324170116
0,0.346278897
0,0.464072901
0,0.458491907
0,0.522348167
0,0.435908643
0,0.26426648
0,0.298223127
0,0.109529162
0,0.344210225
0,0.380329077
0,0.237708896
0,0.305236141
0,0.246049286
0,0.21402404
0,0.333012885
0,0.336188067
0,0.467982156
0,0.334174089
0,0.443905544
0,0.396029024
0,0.408122326
0,0.40981444
0,0.164049673
0,0.241982684
0,0.241471216
0,0.330995534
0,0.454723137
0,0.474625435
0,0.179507672
0,0.397045988
0,0.309874044
0,0.376888641
0,0.374239991
0,0.357775778
0,0.609211732
0,0.59597247
0,0.539593713
0,0.223107725
0,0.251234697
0,0.328102563
0,0.288652358
0,0.164931196
0,0.32368804
0,0.165049909
0,0.139430771
0,0.423638951
0,0.141673157
0,0.119091472
0,0.238935522
0,0.288605378
0,0.21260607
0,0.342726238
0,0.122297988
0,0.279983514
0,0.205648006
0,0.134671093
0,0.221794462
0,0.49629087
0,0.198825167
0,0.199921581
0,0.242124446
0,0.131027528
0,0.586076815
0,0.181154537
0,0.261844667
0,0.158917055
0,0.310619321
0,0.173742239
0,0.171541618
0,0.463698072
0,0.17086735
0,0.201546076
0,0.318272994
0,0.124869486
0,0.41880065
0,0.146842976
0,0.13939239
0,0.272962248
0,0.147929127
0,0.083508192
0,0.090456396
0,0.202624475
0,0.168243164
0,0.13084291
0,0.161170862
0,0.315112275
0,0.178212042
0,0.096924566
0,0.374352188
0,0.083007062
0,0.18603116
0,0.24991044
0,0.387993838
0,0.634740885
0,0.166129623
0,0.301539357
0,0.109837862
0,0.248736327
0,0.277860196
0,0.122504898
0,0.31164731
0,0.227431137
0,0.085507093
0,0.375395257
0,0.407274425
0,0.283851864
0,0.221862043
0,0.382378984
0,0.180744919
0,0.302118791
0,0.107069344
0,0.527302955
0,0.589824646
0,0.2276818
0,0.263110245
0,0.134013091
0,0.358207457
0,0.313358435
0,0.362578633
0,0.186302655
0,0.103311401
0,0.066662486
0,0.178609617
0,0.183739068
0,0.235018355
0,0.154742295
0,0.221155642
0,0.197639543
0,0.06814094
0,0.289429686
0,0.121713345
0,0.32152772
0,0.140852016
0,0.081280217
0,0.240341572
0,0.098754529
0,0.080444317
0,0.108981572
0,0.12098242
0,0.082076724
0,0.165829828
0,0.345607854
0,0.149961621
0,0.68652478
0,0.69661789
0,0.263927958
0,0.236177892
0,0.629724201
0,0.214080703
0,0.125047846
0,0.23321628
0,0.643020552
0,0.150976843
0,0.265788086
0,0.074976209
0,0.070314739
0,0.17896701
0,0.097528525
0,0.118252993
0,0.249901819
0,0.24281675
0,0.232775693
0,0.082756683
0,0.27124915
0,0.500830563
0,0.328025134
0,0.208918847
0,0.38347935
0,0.2612742
0,0.124939572
0,0.262163045
0,0.111180213
0,0.292726925
0,0.410420982
0,0.45095996
0,0.291421268
0,0.041838536
0,0.217356508
0,0.279229403
0,0.222883787
0,0.261753646
0,0.169782732
0,0.576558527
0,0.257600301
0,0.156193245
0,0.134216586
0,0.395925247
0,0.260718218
0,0.232884885
0,0.219167881
0,0.186692948
0,0.125521091
0,0.298937312
0,0.277874953
0,0.243687573
0,0.313223821
0,0.382949963
0,0.250964834
0,0.292102379
0,0.090664582
0,0.41145014
0,0.299139317
0,0.301952208
0,0.284229695
0,0.597026749
0,0.395871581
0,0.148104374
0,0.11210652
0,0.137366797
0,0.382344415
0,0.391163076
0,0.265982895
0,0.496318097
0,0.244459688
0,0.173424177
0,0.09937202
0,0.192232957
0,0.176401963
0,0.386047035
0,0.161339193
0,0.18552605
0,0.325830885
0,0.279074892
0,0.05302357
0,0.127508212
0,0.152559271
0,0.179263461
0,0.081603764
0,0.369231516
0,0.241653984
0,0.209265912
0,0.190617484
0,0.143399635
0,0.26517824
0,0.565637894
0,0.307389754
0,0.128752702
0,0.41679998
0,0.095026063
0,0.218841566
0,0.192683734
0,0.12271104
0,0.385008607
0,0.360609274
0,0.126970518
0,0.096632982
0,0.106431206
0,0.373591568
0,0.587907058
0,0.149796989
0,0.310493065
0,0.150372516
0,0.157596365
0,0.239278805
0,0.437283238
0,0.163986026
0,0.202633999
0,0.20338477
0,0.262375644
0,0.249532467
0,0.106248907
0,0.080952292
0,0.353756262
0,0.076970588
0,0.104774156
0,0.341154726
0,0.262579539
0,0.289490692
0,0.196890765
0,0.134505381
0,0.158218406
0,0.128192401
0,0.183213341
0,0.252372535
0,0.248437141
0,0.328980311
0,0.135457327
0,0.39226876
0,0.355742005
0,0.313360083
0,0.249476789
0,0.143159798
0,0.198016794
0,0.640933811
0,0.18683951
0,0.125999343
0,0.295401594
0,0.486482853
0,0.150270947
0,0.105146382
0,0.379794486
0,0.229018071
0,0.321242571
0,0.335447297
0,0.299082515
0,0.259543333
0,0.376452183
0,0.227059804
0,0.164497156
0,0.429726735
0,0.234699471
0,0.146384688
0,0.271919588
0,0.136034598
0,0.121495308
0,0.317910191
0,0.471651348
0,0.046959302
0,0.145304584
0,0.366828405
0,0.097490924
0,0.27582088
0,0.233280912
0,0.123843069
0,0.170637962
0,0.089120722
0,0.175717051
0,0.147834908
0,0.172216963
0,0.173938001
0,0.206905232
0,0.103924119
0,0.075614121
0,0.237029599
0,0.048332359
0,0.192190863
0,0.436774483
0,0.194446408
0,0.060041919
0,0.128046948
0,0.224526376
0,0.239948002
0,0.183290178
0,0.039494978
0,0.296412138
0,0.034972705
0,0.096784513
0,0.16319867
0,0.144602935
0,0.187016317
0,0.117471337
0,0.125212455
0,0.185714936
0,0.155464525
0,0.135903924
0,0.181880869
0,0.29004604
0,0.201222329
0,0.229565554
0,0.22393783
0,0.075290886
0,0.209117053
0,0.156152298
0,0.073093477
0,0.165551656
0,0.061195916
0,0.156399995
0,0.073256491
0,0.032806421
0,0.197175857
0,0.058470132
0,0.068968264
0,0.06561692
0,0.060761864
0,0.150066583
0,0.044731512
0,0.471082999
0,0.235933286
0,0.171201413
0,0.044732654
0,0.320931138
0,0.043150254
0,0.057019827
0,0.235799424
0,0.171333754
0,0.067217434
0,0.050461998
0,0.223561966
0,0.23178435
0,0.285758884
0,0.174064463
0,0.0787039
0,0.187575701
0,0.104339873
0,0.066937846
0,0.311569056
0,0.107696754
0,0.040876145
0,0.062471839
0,0.177476464
0,0.263414507
0,0.1700867
0,0.124103328
0,0.088874047
0,0.053916347
0,0.043861523
0,0.035116785
0,0.318877326
0,0.05249821
0,0.05249821
0,0.028395741
0,0.152145908
0,0.255583586
0,0.044669842
0,0.331694998
0,0.328926378
0,0.298677248
0,0.044495612
0,0.058930323
0,0.255139494
0,0.097962019
0,0.039080987
0,0.105475566
0,0.260419412
0,0.154722537
0,0.132228059
0,0.264738094
0,0.040924024
0,0.219775965
0,0.036916778
0,0.039843113
0,0.052761577
0,0.214797631
0,0.030268601
0,0.103474084
0,0.074243423
0,0.112947662
0,0.037036106
0,0.058313328
0,0.205361801
0,0.055126897
0,0.034154312
0,0.034571944
0,0.043824523
0,0.031913405
0,0.05080467
0,0.156892901
0,0.141664763
0,0.202052749
0,0.038856311
0,0.034396545
0,0.138599652
0,0.028963661
0,0.164110166
0,0.250430778
0,0.104251067
0,0.038969325
0,0.284549697
0,0.044061741
0,0.040313717
0,0.157597913
0,0.034717339
0,0.039439693
0,0.034952239
0,0.211988318
0,0.03914926
0,0.031113987
0,0.107240706
0,0.057211243
0,0.359077576
0,0.057992172
0,0.028037986
0,0.246954001
0,0.168924746
0,0.035955025
0,0.174214628
0,0.062686938
0,0.044491326
0,0.421005739
0,0.188785513
0,0.151664639
0,0.121812152
0,0.130315835
0,0.167867061
0,0.084786173
0,0.169615254
0,0.036471507
0,0.372149823
0,0.094763846
0,0.266049378
0,0.172395506
0,0.256301206
0,0.095013219
0,0.267043516
0,0.196489529
0,0.069534434
0,0.22673002
0,0.042834333
0,0.291118895
0,0.167420796
0,0.352257065
0,0.13640782
0,0.237740414
0,0.210178898
0,0.347429276
0,0.278114004
0,0.193809254
0,0.038800586
0,0.240267378
0,0.128363416
0,0.27559668
0,0.125644017
0,0.164443179
0,0.104175825
0,0.173243526
0,0.031397886
0,0.135135852
0,0.055756908
0,0.237789641
0,0.141568301
0,0.253537862
0,0.201932063
0,0.08044619
0,0.236964036
0,0.194206322
0,0.239070127
0,0.438185735
0,0.53766021
0,0.123839768
0,0.11987585
0,0.126699283
0,0.24453925
0,0.240404134
0,0.147792743
0,0.074586995
0,0.056388692
0,0.33605361
0,0.276282948
0,0.234228931
0,0.354598681
0,0.132516101
0,0.283910732
0,0.168693897
0,0.110469209
0,0.270681251
0,0.300059329
0,0.255350181
0,0.165856825
0,0.18582838
0,0.163855257
0,0.481845254
0,0.310800796
0,0.187108669
0,0.192157125
0,0.42412756
0,0.295410897
0,0.171636805
0,0.212394989
0,0.239369237
0,0.296313199
0,0.063569621
0,0.288853222
0,0.256762873
0,0.143919986
0,0.323199131
0,0.288065094
0,0.301269946
0,0.194924467
0,0.161731214
0,0.162894879
0,0.379136253
0,0.181837191
0,0.095033158
0,0.512070927
0,0.26067402
0,0.433670321
0,0.12879285
0,0.339046882
0,0.191194657
0,0.114919399
0,0.356155024
0,0.361228691
0,0.156832151
0,0.286704478
0,0.247449745
0,0.161477356
0,0.338980502
0,0.28238306
0,0.236972825
0,0.189959172
0,0.488502994
0,0.509524015
0,0.123315881
0,0.165379408
0,0.092642468
0,0.062593824
0,0.162003923
0,0.127002579
0,0.150622474
0,0.279889913
0,0.725303594
0,0.260467002
0,0.136643513
0,0.100708965
0,0.339591782
0,0.174876664
0,0.158148608
0,0.330274617
0,0.157936973
0,0.225081001
0,0.231407004
0,0.155291075
0,0.194235264
0,0.068038795
0,0.327671556
0,0.15934457
0,0.047853821
0,0.381091298
0,0.182204669
0,0.158801712
0,0.200757493
0,0.210990242
0,0.289656534
0,0.172722046
0,0.213660942
0,0.073405567
0,0.257048955
0,0.512205217
0,0.159769848
0,0.301558663
0,0.327856316
0,0.161964912
0,0.226950019
0,0.26293728
0,0.295881086
0,0.467292654
0,0.19908035
0,0.065197917
0,0.196397878
0,0.377652502
0,0.34631415
0,0.391536604
0,0.31134813
0,0.180379322
0,0.584505382
0,0.323014829
0,0.061938423
0,0.37133841
0,0.227471912
0,0.287530856
0,0.077065909
0,0.234034562
0,0.214268915
0,0.128989676
0,0.274135406
0,0.130878736
0,0.113453453
0,0.369300352
0,0.172191218
0,0.127838346
0,0.419070943
0,0.163750416
0,0.251235259
0,0.617235831
0,0.407033103
0,0.350693311
0,0.476386246
0,0.236808793
0,0.117575538
0,0.121982935
0,0.529648302
0,0.139188249
0,0.488091852
0,0.132136621
0,0.170038244
0,0.254787291
0,0.136359548
0,0.309842223
0,0.120372307
0,0.162039505
0,0.070958666
0,0.357038527
0,0.337012023
0,0.239029248
0,0.395810662
0,0.414534132
0,0.315248414
0,0.87941775
0,0.427487894
0,0.16797764
0,0.472668874
0,0.608063254
0,0.592272375
0,0.226107671
0,0.259532581
0,0.049266683
0,0.42704767
0,0.316633368
0,0.520401454
0,0.325296188
0,0.591501693
0,0.208326347
0,0.518667781
0,0.218383054
0,0.177718379
0,0.46034788
0,0.38365952
0,0.426594885
0,0.096004536
0,0.345035177
0,0.166259663
0,0.416190387
0,0.207656123
0,0.159072122
0,0.128661328
0,0.240322902
0,0.083247035
0,0.046868534
0,0.454646748
0,0.295368075
0,0.424941242
0,0.133447757
0,0.300927155
0,0.204371873
0,0.051804369
0,0.132916723
0,0.104566419
0,0.153487064
0,0.407958244
0,0.211428853
0,0.505991899
0,0.05447315
0,0.069986132
0,0.616155438
0,0.126405511
0,0.355963161
0,0.325038097
0,0.139933098
0,0.438997818
0,0.128935141
0,0.465336413
0,0.17593633
0,0.401171137
0,0.161711578
0,0.742573464
0,0.119087975
0,0.542637354
0,0.097555716
0,0.073204293
0,0.154771333
0,0.10886629
0,0.201538874
0,0.348894597
0,0.17643915
0,0.431482442
0,0.387080539
0,0.352742468
0,0.170615378
0,0.299235892
0,0.120501134
0,0.221720062
0,0.08254781
0,0.315307565
0,0.128240857
0,0.187467888
0,0.123315881
0,0.153645544
0,0.123828568
0,0.152132675
0,0.05000899
0,0.061873829
0,0.577924713
0,0.120391332
0,0.351317601
0,0.114632925
0,0.298321005
0,0.135713883
0,0.057552175
0,0.321970382
0,0.42684401
0,0.257982532
0,0.058473337
0,0.17260771
0,0.183652018
0,0.161296555
0,0.342516448
0,0.068107265
0,0.107933494
0,0.288788708
0,0.205159777
0,0.446764663
0,0.169025637
0,0.309863123
0,0.214492373
0,0.184133897
0,0.255120455
0,0.08328033
0,0.307917087
0,0.437612311
0,0.36836763
0,0.592596081
0,0.050217722
0,0.319131577
0,0.120397001
0,0.140857719
0,0.124830301
0,0.243244715
0,0.194106297
0,0.071772321
0,0.308216702
0,0.290293197
0,0.535331683
0,0.565913968
0,0.303443165
0,0.122206907
0,0.229871644
0,0.374067034
0,0.328994601
0,0.549240795
0,0.204648904
0,0.309019995
0,0.359692563
0,0.522506387
0,0.315048226
0,0.151065772
0,0.289276178
0,0.118036109
0,0.293980983
0,0.431512984
0,0.311622024
0,0.270491503
0,0.299578744
0,0.173662244
0,0.176201662
0,0.419421002
0,0.419421002
0,0.507721426
0,0.241648317
0,0.412864849
0,0.265929338
0,0.141795427
0,0.577536489
0,0.205639859
0,0.222895047
0,0.633678422
0,0.095923873
0,0.131697594
0,0.281737001
0,0.318335467
0,0.525003244
0,0.260219587
0,0.232892278
0,0.524126348
0,0.217318328
0,0.312844686
0,0.1519223
0,0.178792926
0,0.400808646
0,0.200886157
0,0.128937347
0,0.250027628
0,0.484237807
0,0.286166234
0,0.25717911
0,0.259943302
0,0.302635627
0,0.22981914
0,0.209316345
0,0.284709205
0,0.114261632
0,0.299579437
0,0.262482708
0,0.272434792
0,0.30154779
0,0.233360162
0,0.288964197
0,0.260755276
0,0.135000459
0,0.343949295
0,0.178121953
0,0.352816452
0,0.213688639
0,0.304166081
0,0.414763983
0,0.309919348
0,0.308455304
0,0.08276099
0,0.102441544
0,0.186428068
0,0.155139724
0,0.225861535
0,0.200226701
0,0.119340128
0,0.18248474
0,0.133847469
0,0.13369477
0,0.204013038
0,0.226940136
0,0.176331127
0,0.642525343
0,0.216003198
0,0.161576762
0,0.250945368
0,0.192563461
0,0.186605498
0,0.166207978
0,0.268994418
0,0.154093529
0,0.312993207
0,0.045222258
0,0.114936784
0,0.162880925
0,0.081686922
0,0.247819708
0,0.214316675
0,0.265665021
0,0.338440993
0,0.158171982
0,0.265195385
0,0.31552797
0,0.09621264
0,0.12808013
0,0.190899256
0,0.2813113
0,0.199581894
0,0.267242946
0,0.226295225
0,0.225240195
0,0.121230237
0,0.192774441
0,0.203770597
0,0.253744257
0,0.233774404
0,0.137515124
0,0.558733782
0,0.111975705
0,0.187041184
0,0.168034736
0,0.184604447
0,0.111975705
0,0.184298264
0,0.099873965
0,0.255663563
0,0.069252291
0,0.133586073
0,0.087806086
0,0.46462171
0,0.067001236
0,0.673444515
0,0.217331532
0,0.223659743
0,0.064564301
0,0.147010263
0,0.165797011
0,0.187160172
0,0.231355894
0,0.184320632
0,0.701975898
0,0.160683469
0,0.320740254
0,0.540214312
0,0.063974045
0,0.556744002
0,0.159452769
0,0.361428911
0,0.240933499
0,0.47630331
0,0.206283379
0,0.136532682
0,0.121520738
0,0.318033242
0,0.396598455
0,0.283980403
0,0.092907121
0,0.287203103
0,0.095654515
0,0.486348423
0,0.247384117
0,0.055489885
0,0.192173162
0,0.207263565
0,0.108934881
0,0.453289233
0,0.39232652
0,0.509486113
0,0.345700749
0,0.104083923
0,0.119255271
0,0.290898659
0,0.655805666
0,0.371845664
0,0.176823905
0,0.426074151
0,0.472068353
0,0.070478003
0,0.141667043
0,0.338351048
0,0.207747828
0,0.382546862
0,0.238292262
0,0.410750728
0,0.073300734
0,0.071302876
0,0.410913146
0,0.671621621
0,0.233626389
0,0.330914909
0,0.589806052
0,0.389149891
0,0.23425714
1,0.739853293
1,0.871710103
1,0.722042631
1,0.604565019
1,0.64033622
1,0.701569712
1,0.62567839
1,0.570739577
1,0.438708624
1,0.684797114
1,0.438708624
1,0.682743186
1,0.524959285
1,0.787951654
1,0.492372319
1,0.752031087
1,0.459325717
1,0.554272174
1,0.644164645
1,0.521148896
1,0.55645466
1,0.30220662
1,0.522808651
1,0.289506765
1,0.611549427
1,0.768786613
1,0.545817699
1,0.57130492
1,0.562886072
1,0.645784191
1,0.443975016
1,0.803372207
1,0.562268106
1,0.619443785
1,0.402643416
1,0.573612556
1,0.332770504
1,0.261033535
1,0.58340775
1,0.207101118
1,0.703762745
1,0.663311728
1,0.50559125
1,0.327664633
1,0.061996382
1,0.206859975
1,0.607100904
1,0.188317652
1,0.642788664
1,0.548801647
1,0.345534026
1,0.640529769
1,0.446912668
1,0.090009533
1,0.576209216
1,0.472842336
1,0.214364075
1,0.385115449
1,0.333669922
1,0.266942653
1,0.09850108
1,0.642607237
1,0.325713204
1,0.461646679
1,0.114412002
1,0.502042818
1,0.552683234
1,0.453587245
1,0.254271953
1,0.686891651
1,0.68229452
1,0.714799477
1,0.600417302
1,0.396283846
1,0.454244708
1,0.649227728
1,0.744182523
1,0.624249643
1,0.449035609
1,0.401526573
1,0.061394548
1,0.54829276
1,0.385588486
1,0.219918745
1,0.665392417
1,0.537002307
1,0.584348572
1,0.212610432
1,0.665441413
1,0.313846239
1,0.313846239
1,0.273455285
1,0.521500655
1,0.474318946
1,0.237611912
1,0.483479726
1,0.731406873
1,0.256524177
1,0.394771792
1,0.649821998
1,0.576764853
1,0.296418602
1,0.345745746
1,0.434316806
1,0.471703729
1,0.522357743
1,0.638632152
1,0.447407515
1,0.198570016
1,0.419115711
1,0.266736934
1,0.301951429
1,0.224580325
1,0.359692373
1,0.538667037
1,0.596617993
1,0.596617993
1,0.596617993
1,0.543889526
1,0.463554568
1,0.627501757
1,0.328531008
1,0.630141821
1,0.101142776
1,0.277512282
1,0.606196787
1,0.494607287
1,0.154914349
1,0.128222435
1,0.5781476
1,0.479883253
1,0.633337192
1,0.534178606
1,0.271262098
1,0.342082691
1,0.290620501
1,0.577285839
1,0.420680494
1,0.34362566
1,0.327522194
1,0.359466657
1,0.490125187
1,0.376598933
1,0.444429303
1,0.303587664
1,0.544994676
1,0.67512826
1,0.792843747
1,0.476652222
1,0.328718652
1,0.451492707
1,0.512904449
1,0.530708971
1,0.184425377
1,0.262040195
1,0.758797537
1,0.243240652
1,0.814442977
1,0.138201532
1,0.540243944
1,0.558664564
1,0.403276321
1,0.409353715
1,0.255608779
1,0.126496441
1,0.569996414
1,0.408557273
1,0.146029591
1,0.257570698
1,0.611570689
1,0.331188612
1,0.312747428
1,0.605666905
1,0.538325625
1,0.479019353
1,0.271795279
1,0.165009181
1,0.507226562
1,0.530517562
1,0.54143787
1,0.295221986
1,0.186543715
1,0.556325281
1,0.244104754
1,0.557429161
1,0.562759774
1,0.305522689
1,0.556905965
1,0.615653311
1,0.267034714
1,0.317736925
1,0.27476525
1,0.240295893
1,0.584460917
1,0.239636383
1,0.426364639
1,0.699588139
1,0.262609456
1,0.359627171
1,0.5004224
1,0.605860252
1,0.531789826
1,0.473827719
1,0.110598551
1,0.475055906
1,0.513394113
1,0.506027428
1,0.165013379
1,0.372239474
1,0.438153665
1,0.399481677
1,0.47442297
1,0.444834119
1,0.353033575
1,0.353033575
1,0.441710958
1,0.124559804
1,0.697882143
1,0.464817657
1,0.498682603
1,0.246186695
1,0.18132183
1,0.260731412
1,0.663947033
1,0.147976771
1,0.186776627
1,0.342122333
1,0.233671815
1,0.562603735
1,0.420034612
1,0.195440218
1,0.212303583
1,0.231369303
1,0.276236758
1,0.232662649
1,0.486569743
1,0.431013548
1,0.60578312
1,0.42451052
1,0.214257211
1,0.506179821
1,0.51862286
1,0.440145041
1,0.164133228
1,0.484217416
1,0.313513028
1,0.356233137
1,0.428827829
1,0.589600161
1,0.568319459
1,0.364408003
1,0.38727896
1,0.369487203
1,0.510490828
1,0.717681204
1,0.266608026
1,0.537451638
1,0.25390696
1,0.462886824
1,0.554173728
1,0.327508296
1,0.44961618
1,0.474557931
1,0.392951535
1,0.576183916
1,0.765284721
1,0.455705035
1,0.553461554
1,0.638170436
1,0.493972543
1,0.440347381
1,0.53441652
1,0.288464321
1,0.509009235
1,0.553005563
1,0.574844075
1,0.722533877
1,0.563084013
1,0.598221079
1,0.307638167
1,0.237170326
1,0.467170176
1,0.516243368
1,0.607335964
1,0.3734966
1,0.367904127
1,0.510664491
1,0.524925248
1,0.29887783
1,0.559405286
1,0.557803707
1,0.680193227
1,0.272128145
1,0.259268585
1,0.44450668
1,0.825011744
1,0.64340159
1,0.608003128
1,0.715781118
1,0.58972428
1,0.654565667
1,0.816019848
1,0.310786782
1,0.401759401
1,0.568531813
1,0.430856296
1,0.599685563
1,0.230332303
1,0.837676753
1,0.8153026
1,0.568531813
1,0.092290991
1,0.372196649
1,0.427848718
1,0.230039028
1,0.337837137
1,0.491161065
1,0.894187417
1,0.83937743
1,0.83937743
1,0.552772437
1,0.901559874
1,0.608489475
1,0.427094166
1,0.84702002
1,0.873999886
1,0.658009095
1,0.700747706
1,0.453522531
1,0.378791405
1,0.789784918
1,0.522961745
1,0.520724649
1,0.347230865
1,0.457576039
1,0.586418935
1,0.58610452
1,0.53759771
1,0.588181973
1,0.488961059
1,0.751333137
1,0.751333137
1,0.380615559
1,0.833333332
1,0.565833679
1,0.627485243
1,0.35933178
1,0.692293265
1,0.633980025
1,0.604283508
1,0.632971767
1,0.745530146
1,0.13401136
1,0.239852463
1,0.77946396
1,0.513253907
1,0.20943052
1,0.591673248
1,0.200128795
1,0.542754562
1,0.517574009
1,0.558556913
1,0.632412052
1,0.320420274
1,0.712200912
1,0.84702002
1,0.172805443
1,0.295119536
1,0.559149504
1,0.399308141
1,0.399308141
1,0.384674869
1,0.150186455
1,0.791891891
1,0.484561145
1,0.121564008
1,0.257935435
1,0.829738763
1,0.338598489
1,0.421980376
1,0.755391893
1,0.461886208
1,0.528384436
1,0.381405192
1,0.190102187
1,0.534569384
1,0.424117408
1,0.501919458
1,0.656920144
1,0.656920144
1,0.667869556
1,0.603263816
1,0.277694846
1,0.850267254
1,0.681913345
1,0.175939734
1,0.49239925
1,0.261432153
1,0.567335707
1,0.364627307
1,0.597939561
1,0.422761123
1,0.422761123
1,0.290651162
1,0.235491866
1,0.50824711
1,0.296634353
1,0.099148534
1,0.245251782
1,0.719064844
1,0.79139998
1,0.285480167
1,0.894187417
1,0.755046899
1,0.515165492
1,0.823503894
1,0.316878148
1,0.690582172
1,0.360743312
1,0.129842108
1,0.851243854
1,0.865534006
1,0.693422437
1,0.388993549
1,0.831145056
1,0.487040931
1,0.822955945
1,0.83937743
1,0.83937743
1,0.674266412
1,0.800330479
1,0.395162677
1,0.48126825
1,0.541886822
1,0.397311746
1,0.445316677
1,0.273200175
1,0.425833471
1,0.235491866
1,0.527994916
1,0.524854849
1,0.462237745
1,0.851243854
1,0.757451961
1,0.628045629
1,0.700310838
1,0.583472537
1,0.75576428
1,0.653201426
1,0.330815031
1,0.395462614
1,0.437894596
1,0.278128237
1,0.198570611
1,0.64014784
1,0.694080658
1,0.490910275
1,0.865950474
1,0.889553628
1,0.164788867
1,0.434314565
1,0.33129859
1,0.328287062
1,0.721675831
1,0.276055164
1,0.567368693
1,0.774854878
1,0.624458822
1,0.676397486
1,0.839204543
1,0.461541809
1,0.741417929
1,0.265530791
1,0.726257833
1,0.460098956
1,0.390380668
1,0.454027144
1,0.56256646
1,0.572666256
1,0.861517768
1,0.566649042
1,0.655595687
1,0.634342645
1,0.470954104
1,0.654590908
1,0.138086283
1,0.740462515
1,0.546548164
1,0.350171982
1,0.913374837
1,0.840855079
1,0.625452403
1,0.613680632
1,0.3570146
1,0.699151744
1,0.528083318
1,0.467638251
1,0.531819191
1,0.576086184
1,0.152982136
1,0.172048174
1,0.595942948
1,0.174109381
1,0.577948064
1,0.488972301
1,0.486468469
1,0.112949533
1,0.549248612
1,0.348085166
1,0.759703875
1,0.197549888
1,0.450142416
1,0.256514688
1,0.746647414
1,0.614697463
1,0.875743186
1,0.692314692
1,0.409194192
1,0.7434057
1,0.841870815
1,0.907652896
1,0.534009753
1,0.693867365
1,0.596229018
1,0.846981327
1,0.564386167
1,0.628756809
1,0.262866031
1,0.472073797
1,0.82788977
1,0.651018961
1,0.827832883
1,0.309610091
1,0.374254724
1,0.564552
1,0.443723977
1,0.516616278
1,0.505637732
1,0.426685895
1,0.601239763
1,0.704474771
1,0.752394844
1,0.860440238
1,0.728749918
1,0.709636512
1,0.725267328
1,0.580097943
1,0.205482702
1,0.410792137
1,0.35567057
1,0.664639865
1,0.466395534
1,0.607827225
1,0.510926378
1,0.363646446
1,0.255909243
1,0.500041889
1,0.530174466
1,0.431207254
1,0.696551576
1,0.344309612
1,0.731839454
1,0.616631528
1,0.727849469
1,0.730056942
1,0.589078821
1,0.682284106
1,0.836303519
1,0.686805169
1,0.371731651
1,0.794214172
1,0.745530146
1,0.506227997
1,0.322753134
1,0.522228087
1,0.6122318
1,0.720720063
1,0.823864642
1,0.516616278
1,0.640814064
1,0.581992286
1,0.526975204
1,0.818458335
1,0.418665442
1,0.836303519
1,0.387589608
1,0.678588966
1,0.250906294
1,0.491293927
1,0.479907667
1,0.37454894
1,0.617292868
1,0.478515733
1,0.834200321
1,0.49976642
1,0.416592653
1,0.373693881
1,0.141030979
1,0.219399984
1,0.647453148